,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
15077,111059,111059.0,6kZsTttxl7h4BLGSRWQnTp,FKA twigs;Pa Salieu,CAPRISONGS,honda (feat. pa salieu),54.0,201520.0,True,0.81,0.697,9.0,-6.179,0.0,0.399,0.534,0.0127,0.0751,0.435,110.996,4.0,trip-hop
15078,37230,37230.0,29MM1MWCWDE93xViFBXAJD,Dj GM;MC GP;Mc Kako;MC Tuto;Love Funk,Liberdade,Liberdade,54.0,248470.0,True,0.665,0.718,10.0,-3.375,0.0,0.48,0.0908,0.0,0.0702,0.603,113.28,5.0,funk
15080,72921,72921.0,2bpakKOLnMhDHjrwvxu8WW,Bad Omens,THE DEATH OF PEACE OF MIND,Miracle,54.0,225000.0,True,0.515,0.652,5.0,-6.653,0.0,0.0565,0.0333,0.0522,0.202,0.253,180.054,3.0,metalcore
15082,94967,94967.0,2lWhZbWmzzUYHYwfxakAj6,YNG Martyr,MISOGYNY,TTYL,54.0,90840.0,True,0.872,0.451,0.0,-5.501,1.0,0.252,0.147,0.0,0.275,0.809,84.635,3.0,sad
15083,48905,48905.0,1GKkkhwzNDJb9L6ZpXBBGe,Xzibit,Restless,Best of Things,54.0,200760.0,True,0.896,0.59,5.0,-3.644,0.0,0.208,0.0869,0.0,0.677,0.894,93.947,4.0,hardcore
15118,57155,57155.0,1MGGL4HhGkixTKXpNj43Zb,Seedhe Maut;DJ Sa,नalla Freestyle,नalla Freestyle,54.0,177316.0,True,0.876,0.47,0.0,-11.441,1.0,0.332,0.183,0.000214,0.143,0.583,132.926,5.0,indie
15123,72874,72874.0,6156ZPGcezId0Bmw7x7c7K,Trivium,The Sin and the Sentence,The Sin and the Sentence,54.0,349869.0,True,0.517,0.97,1.0,-3.992,1.0,0.0767,0.000386,0.00026,0.0413,0.476,100.036,4.0,metalcore
15124,37240,37240.0,1IhbdsSCAiebyBbmmMxw96,Mc Kevin;DJ Glenner;DJ Negret,Passado & Presente,Palhaço,54.0,174340.0,True,0.642,0.504,1.0,-5.462,0.0,0.555,0.125,0.0,0.112,0.622,83.259,4.0,funk
15126,33713,33713.0,2wSEG8f9WIqyrdlXjdxzGu,iamjakehill,Sleeping All Alone,Sleeping All Alone,54.0,210067.0,True,0.812,0.38,5.0,-8.171,1.0,0.0362,0.712,0.0,0.0994,0.899,115.975,4.0,emo
15134,37238,37238.0,6zuuJAKAM1J0og75mQtHLk,MC Joãozinho VT;Djay W,Caixa Postal,Caixa Postal,54.0,184000.0,True,0.652,0.568,9.0,-6.056,1.0,0.248,0.604,0.0,0.0735,0.541,50.864,3.0,funk
15137,72906,72906.0,0Y2kTZlKmbcsLSTHnLETBj,Conquer Divide,Atonement,Atonement,54.0,237115.0,True,0.488,0.851,11.0,-8.979,0.0,0.0396,0.00328,0.00222,0.087,0.22,103.974,4.0,metalcore
15146,94944,94944.0,4IEuu9hpG5FqrAxiDai9mu,Chri$tian Gate$,Run out of Love,Run out of Love,54.0,132010.0,True,0.894,0.355,5.0,-11.128,1.0,0.102,0.596,0.0,0.146,0.527,120.097,4.0,sad
15147,33663,33663.0,6ITGgQABtRjbBq3AEBXc4o,Halflives,Victim,Victim,54.0,200666.0,True,0.65,0.618,9.0,-7.37,0.0,0.0373,0.0657,4.42e-05,0.277,0.366,89.991,4.0,emo
15148,33669,33669.0,6Hp3xWVKOJF2G2qWIVR7FQ,OmenXIII,Misfit,Drop Dead,54.0,144090.0,True,0.699,0.526,9.0,-9.768,0.0,0.0512,0.0603,0.0,0.121,0.278,99.916,4.0,emo
15149,33675,33675.0,5SoRwK3gXtq0AjRnynzr4g,Lil Revive,Grim Peaks,Grim Peaks,54.0,149573.0,True,0.748,0.49,8.0,-8.383,1.0,0.0725,0.42,0.0,0.102,0.264,145.037,4.0,emo
15163,15193,15193.0,6IEYxC5J51Igo0XUTx16mA,Foster;Sody;Sarcastic Sounds,fools (can't help falling in love) (slowed down & reverb),fools (can't help falling in love) (slowed down & reverb),54.0,197857.0,True,0.591,0.805,0.0,-5.235,1.0,0.271,0.64,0.0,0.143,0.283,136.629,4.0,chill
15178,21358,21358.0,1G2J5KdJxNH6Sd0wEclV0P,Sean Paul;Pia Mia,How We Do It,How We Do It (feat. Pia Mia),54.0,182672.0,True,0.623,0.818,0.0,-3.623,1.0,0.529,0.143,0.0,0.232,0.729,130.655,5.0,dancehall
15203,58218,58218.0,4odoLyHnSx2jIcXs16IvsV,JPEGMAFIA,All My Heroes Are Cornballs,"Jesus Forgive Me, I Am A Thot",54.0,156533.0,True,0.628,0.78,11.0,-5.217,1.0,0.451,0.243,0.0,0.318,0.602,122.308,4.0,industrial
15223,21106,21106.0,285NGish4sNBfqgcUJOXmS,AMARIA BB;Tayc,Slow Motion (Remix),Slow Motion - Remix,54.0,168316.0,True,0.435,0.555,1.0,-8.914,0.0,0.251,0.283,0.00106,0.105,0.497,86.068,4.0,dancehall
15253,103452,103452.0,5IqLGk70rh1GLGmyfhvnoC,Aaryan Shah,Codex I,Mania,54.0,204395.0,True,0.535,0.717,4.0,-6.133,0.0,0.0428,0.149,0.00015,0.149,0.31,91.006,4.0,soul
15256,3609,3609.0,400lQTCx3wYGgqAIHSZbNA,Linkin Park,Minutes to Midnight,Given Up,54.0,189293.0,True,0.655,0.885,7.0,-4.116,1.0,0.0438,0.00117,0.000473,0.0448,0.938,100.088,4.0,alternative
15258,30990,30990.0,2NsQVeehDvIpi3B4p20YSV,KEAN DYSSO,Plain Jane,Plain Jane,54.0,185692.0,True,0.858,0.607,1.0,-7.32,1.0,0.215,0.0363,0.000253,0.244,0.334,95.03,4.0,edm
15263,44296,44296.0,5ff4h9mRnDDG84NSA4TNki,Alter Bridge,Pawns & Kings,Holiday,54.0,238467.0,True,0.457,0.94,8.0,-5.624,1.0,0.11,2.04e-05,0.0,0.301,0.463,140.089,4.0,grunge
15267,21602,21602.0,54UrIc5qQRjX128jcvMKIT,Mr Eazi;Burna Boy,"Life is Eazi, Vol. 2 - Lagos to London",Miss You Bad,54.0,176766.0,True,0.657,0.746,3.0,-5.139,0.0,0.141,0.177,1.55e-06,0.113,0.499,99.988,4.0,dancehall
15273,32305,32305.0,56yyecUavZFNRc9W5t0P8O,NGHTMRE;Gunna,CASH COW,CASH COW,54.0,222026.0,True,0.733,0.722,0.0,-5.07,1.0,0.0842,0.0359,6.34e-06,0.111,0.29,135.97,4.0,electronic
15280,21568,21568.0,4AaXmQvHMWNwZSoqi4kcsK,Stylo G;Sean Paul;Spice,Dumpling (Remix),Dumpling - Remix,54.0,197227.0,True,0.706,0.73,7.0,-5.017,1.0,0.286,0.391,0.1,0.0871,0.612,63.951,3.0,dancehall
15281,21566,21566.0,10C1ZwdAwSEmMeYAFvuTtv,Kranium;Ty Dolla $ign;Wizkid,Can't Believe (feat. Ty Dolla $ign & WizKid),Can't Believe (feat. Ty Dolla $ign & WizKid),54.0,213306.0,True,0.725,0.764,6.0,-4.893,0.0,0.0843,0.00117,8.93e-06,0.0773,0.611,99.962,4.0,dancehall
15282,110626,110626.0,2HB0RLSCaKALpRHFw7PcOy,Dead by April,Me,Me,54.0,201938.0,True,0.601,0.767,11.0,-6.374,0.0,0.0316,0.000231,0.953,0.388,0.486,113.519,4.0,trance
15283,21561,21561.0,73QcmfEnoLv3pKt0aXKdOG,Olamide,We Outside,We Outside,54.0,155428.0,True,0.615,0.852,0.0,-6.283,1.0,0.2,0.0347,0.0358,0.0994,0.578,114.011,4.0,dancehall
15289,15400,15400.0,5izbsJIjDKUrwwnsePlOKO,Shiloh Dynasty;Unclenathannn,Our Remedy,"No I Don't Want, Just Anyone",54.0,123952.0,True,0.54,0.373,0.0,-11.886,1.0,0.129,0.491,0.0116,0.191,0.325,133.821,4.0,chill
15292,21608,21608.0,6YvcLedQCbwEN9PWeGjK46,Stylo G;The FaNaTiX;Nicki Minaj;Vybz Kartel,Touch Down (Remix),Touch Down - Remix,54.0,195145.0,True,0.603,0.707,11.0,-7.413,0.0,0.3,0.0899,1.04e-06,0.116,0.488,100.104,4.0,dancehall
15300,21661,21661.0,6vwmviVBIBMGGIEmz88auB,Mavado;Nicki Minaj,Give It All To Me,Give It All To Me,54.0,214226.0,True,0.477,0.707,7.0,-5.567,1.0,0.342,0.0158,0.0,0.129,0.415,97.143,4.0,dancehall
15302,21656,21656.0,6g8A0XVikKuWbcJv7p2I5Q,Burna Boy,Pree Me,Pree Me,54.0,200501.0,True,0.823,0.569,8.0,-11.291,0.0,0.075,0.203,0.0542,0.161,0.436,102.039,4.0,dancehall
15317,21620,21620.0,53rvxSNmKhy7wMAAygyYWr,Masicka;Stefflon Don,438,Moments,54.0,183092.0,True,0.772,0.658,1.0,-5.612,0.0,0.226,0.0622,0.0,0.0997,0.16,129.345,5.0,dancehall
15332,71807,71807.0,6CgFrA9qNPFMlnL40LQ8qJ,Clonnex,MEDIV Luff N Sip,Dripoholic,54.0,121678.0,True,0.564,0.628,2.0,-7.2,1.0,0.0578,0.0267,0.0,0.767,0.158,142.999,3.0,metal
15340,94076,94076.0,0o2Jngx6YVivDjE6RqqFlF,raspy;Bangers Only,roxstar,roxstar,54.0,150883.0,True,0.862,0.539,1.0,-6.975,1.0,0.0788,0.225,0.0,0.111,0.439,130.03,4.0,sad
15350,32266,32266.0,6yMiMpRVMjSKUN4ClxU9i8,Yellow Claw;Stoltenhoff,"Amsterdam Trap Music, Vol. 3",Beastmode,54.0,192904.0,True,0.665,0.973,1.0,-2.112,0.0,0.26,0.0207,0.842,0.0381,0.135,160.016,3.0,electronic
15356,94148,94148.0,3YOrnXmf2KZEGeLsJyBt9C,Killval,GOOD GIRLS BAD HABITS,SO LONG,54.0,170672.0,True,0.743,0.551,5.0,-6.146,0.0,0.0649,0.0686,0.0,0.111,0.566,84.928,4.0,sad
15387,38415,38415.0,52M1FvGd0AkoUwcHL2L8jv,Arctic Monkeys,Suck It and See,The Hellcat Spangled Shalalala,54.0,180373.0,True,0.449,0.872,11.0,-4.992,1.0,0.0507,0.000793,0.00062,0.0642,0.788,130.22,4.0,garage
15402,58717,58717.0,6Kd4iGylMjrpr1xVbuYKVw,JPEGMAFIA,black ben carson,the 27 club,54.0,236439.0,True,0.523,0.662,1.0,-6.923,1.0,0.141,0.51,0.000198,0.653,0.542,101.207,4.0,industrial
15422,60101,60101.0,3VN7XvP708u6V9U0CxOlzi,Fetty Wap;Monty,Birthday (feat. Monty),Birthday (feat. Monty),54.0,188041.0,True,0.816,0.621,0.0,-6.352,1.0,0.181,0.18,0.0,0.085,0.403,97.015,4.0,j-dance
15461,58955,58955.0,6VOM9VW2HspbL77jPEaBxW,bloodsimple,Red Harvest,Dead Man Walking,54.0,237693.0,True,0.541,0.98,1.0,-3.463,1.0,0.0832,0.000172,1.6e-06,0.319,0.388,107.779,4.0,industrial
15494,27219,27219.0,18EcR5oRBNKqKqX9qxpcKC,Chase & Status;Popcaan;IRAH,What Came Before,Censor (feat. Popcaan & IRAH),54.0,216093.0,True,0.511,0.96,5.0,-3.214,1.0,0.395,0.00444,0.000121,0.133,0.307,175.076,4.0,drum-and-bass
15495,60650,60650.0,7vqvgXQ94BBiTtfzf6w7Nh,Skeng,Likkle Miss,Likkle Miss,54.0,134452.0,True,0.89,0.691,8.0,-9.227,1.0,0.122,0.179,0.0,0.198,0.699,100.001,4.0,j-dance
15506,109623,109623.0,5RyPtEd7Ov0cmuL0MoPQW7,Angerfist;Furyan,Creed Of Chaos,HOAX,54.0,226516.0,True,0.304,0.994,7.0,-2.838,1.0,0.482,0.178,0.000689,0.462,0.054,177.989,4.0,techno
15533,58608,58608.0,3Y4rNagSf2IukhcOTWYJuV,Mudvayne,L.D. 50,Death Blooms,54.0,291933.0,True,0.275,0.974,6.0,-4.624,0.0,0.192,0.000355,0.0024,0.158,0.237,174.095,4.0,industrial
15553,58524,58524.0,1XLDwj2XXXNPOJvpvjHOas,Marilyn Manson,Mechanical Animals,I Don't Like The Drugs (But The Drugs Like Me),54.0,303466.0,True,0.564,0.834,2.0,-6.978,1.0,0.0384,0.00129,0.0,0.886,0.534,93.906,4.0,industrial
15571,18013,18013.0,1j8bp1BNjMxUJV7nLkSUrb,Pink Guy,Pink Season,Fried Noodles,54.0,170946.0,True,0.58,0.552,0.0,-8.877,1.0,0.456,0.892,0.0,0.182,0.807,158.002,4.0,comedy
15573,43886,43886.0,5Tdx85q8KQIcIZJ9XoHblt,Pantera,Vulgar Display of Power,A New Level,54.0,237466.0,True,0.302,0.868,9.0,-9.349,1.0,0.0688,5.68e-05,0.185,0.0888,0.454,136.572,4.0,groove
15576,72364,72364.0,2Pf0u0mhGSxayM79Vy4LoT,Of Virtue,Sinner,Sinner,54.0,193738.0,True,0.579,0.773,5.0,-4.036,0.0,0.0318,0.000781,0.0,0.41,0.533,90.978,4.0,metalcore
15581,106009,106009.0,2D64r44j7UbSfrpZJrnu80,Ricky Rich;King,Habibi (Indian Remix),Habibi - Indian Remix,54.0,178983.0,True,0.499,0.596,4.0,-6.168,0.0,0.143,0.261,0.0,0.109,0.446,159.238,5.0,swedish
15583,15804,15804.0,6rj4P92CbrWyxfLWkmGRPQ,Nbdy,Lights Out,Lights Out,54.0,224072.0,True,0.57,0.43,8.0,-10.935,0.0,0.037,0.334,1.29e-06,0.111,0.156,90.013,4.0,chill
15591,94519,94519.0,07od6wz8rrAeXVYQoXZU2W,RØNIN,I JUST FKN HATE YOU NOW,I JUST FKN HATE YOU NOW,54.0,112692.0,True,0.57,0.223,6.0,-12.637,1.0,0.249,0.101,0.000614,0.175,0.529,130.021,4.0,sad
15592,48363,48363.0,5EWWCzpA6D8UTRbVQbScp6,Tony Yayo;Eminem;Obie Trice,Thoughts Of A Predicate Felon,Drama Setter,54.0,303533.0,True,0.728,0.647,10.0,-5.199,0.0,0.24,0.0354,1.7e-06,0.285,0.215,160.009,4.0,hardcore
15599,94509,94509.0,5d87z0ELbXggDiwtG6Ypbz,Eric Reprid,Cold World,Nobody Knows,54.0,172648.0,True,0.641,0.357,2.0,-8.884,1.0,0.0375,0.88,0.0,0.109,0.2,113.838,4.0,sad
15623,94374,94374.0,2E5xToEkMtmegq9r7GZYgV,JADY,Dunkin' Donuts,Dunkin' Donuts,54.0,93249.0,True,0.816,0.505,1.0,-9.111,1.0,0.0457,0.691,0.0015,0.121,0.397,94.639,4.0,sad
15626,18102,18102.0,4roDTLs05yU9RpSBqwfKQ3,Lil Dicky,Professional Rapper,Bruh...,54.0,262984.0,True,0.906,0.888,2.0,-7.275,1.0,0.152,0.182,0.0,0.934,0.756,105.991,4.0,comedy
15629,28079,28079.0,4pioeMejnqa4T3QAEqwVA3,ILLENIUM;Said The Sky;Annika Wells,ASCEND,Sad Songs (& Said The Sky with Annika Wells),54.0,210423.0,True,0.532,0.571,1.0,-6.291,1.0,0.041,0.679,0.0,0.109,0.475,144.912,4.0,dub
15635,22104,22104.0,3bQoMbPYOvvseHaSOWAQ3Q,Cannibal Corpse,Tomb Of The Mutilated,I Cum Blood,54.0,221960.0,True,0.338,0.988,8.0,-7.29,0.0,0.0865,8.35e-05,0.833,0.0377,0.449,99.046,4.0,death-metal
15640,94421,94421.0,1UubQzL9nNulJW5DHqMKVO,Ollie,Need Someone,Need Someone,54.0,183907.0,True,0.775,0.45,1.0,-8.752,1.0,0.112,0.0954,0.0,0.104,0.554,79.987,4.0,sad
15648,28060,28060.0,4o7Rszx7VVCzrCr1RPlPot,SVDDEN DEATH,VOYD Vol. I,Behemoth,54.0,192000.0,True,0.891,0.893,10.0,-0.595,0.0,0.191,0.0142,0.142,0.0768,0.555,139.933,4.0,dub
15657,72500,72500.0,1qPlNM2FaEWCMSxpVR5XeH,Falling In Reverse,Losing My Mind,Losing My Mind,54.0,257107.0,True,0.544,0.894,2.0,-5.193,0.0,0.0515,0.00916,0.0,0.365,0.41,148.0,4.0,metalcore
15662,94586,94586.0,5wvtHXLPdNrLBNIta50PeV,Xuitcasecity,Need Somebody (Acoustic),Need Somebody (Acoustic),54.0,192333.0,True,0.417,0.498,9.0,-6.077,1.0,0.0845,0.838,0.0,0.0748,0.37,179.801,4.0,sad
15665,94581,94581.0,5CUvTqBHBBRljqNnjoYyqY,Papithbk,Thbk.,I Guess You Moved On,54.0,72360.0,True,0.743,0.74,2.0,-10.02,0.0,0.402,0.363,0.0,0.0717,0.191,97.01,4.0,sad
15668,94653,94653.0,7dzwCwvobdoKlIHr9XPZns,Aries,BLOSSOM,BLOSSOM,54.0,127972.0,True,0.594,0.449,1.0,-7.832,1.0,0.0545,0.155,0.0,0.127,0.315,82.987,4.0,sad
15689,43824,43824.0,22VW5d6k6HT0SQ8MUEXuDz,Five Finger Death Punch,American Capitalist (Deluxe),Coming Down,54.0,241226.0,True,0.31,0.991,1.0,-2.927,0.0,0.488,0.000619,0.0,0.11,0.187,76.372,4.0,groove
15723,83364,83364.0,4TA48C6sa3lRrr2hHFbePR,Martin Garrix;Julian Jordan;Tinie Tempah,Diamonds,Diamonds,54.0,205560.0,True,0.738,0.926,8.0,-6.089,1.0,0.0992,0.0124,0.0144,0.1,0.419,125.033,4.0,progressive-house
15734,77100,77100.0,0zRsByaebl5MgRe51RP6uE,A Dama,Sóca Fofo,Sóca Fofo,54.0,112941.0,True,0.774,0.537,6.0,-11.277,0.0,0.17,0.387,0.0,0.306,0.759,123.448,4.0,pagode
15750,21900,21900.0,7jrfqHvcRvJluOlCGJU54G,Juls;Miraa May;Donae'o,Blessed,Blessed,54.0,188307.0,True,0.829,0.433,5.0,-11.828,0.0,0.174,0.143,0.00252,0.13,0.679,130.051,4.0,dancehall
15759,67912,67912.0,2lj7jB5D4OuurRaynHAW8y,Toser One;Lefty Sm,Me Salió Caro,Me Salió Caro,54.0,177312.0,True,0.836,0.794,3.0,-5.038,0.0,0.319,0.0901,0.0,0.0812,0.694,168.005,4.0,latin
15762,43982,43982.0,6lJJcUjhsp0TJRuzUIPOYO,Pantera,Cowboys from Hell,Primal Concrete Sledge,54.0,133120.0,True,0.38,0.847,2.0,-12.352,1.0,0.0897,0.000117,0.265,0.216,0.119,133.182,4.0,groove
15763,37603,37603.0,3ao5U0ksMLvgSoJqOpsgmv,Bonde R300,Oh Nanana,Oh Nanana,54.0,217891.0,True,0.606,0.536,1.0,-2.431,0.0,0.53,0.0506,0.0,0.0938,0.614,172.335,5.0,funk
15765,32377,32377.0,4Gbvsz5oOesTeYiod5Wwra,Poshlaya Molly,8 способов как бросить…,Ханнамонтана,54.0,190818.0,True,0.566,0.906,7.0,-5.199,1.0,0.0681,0.000741,0.0,0.343,0.405,141.025,4.0,electronic
15770,21806,21806.0,1VG8GP2PDlb8BqXhe1hF9q,Ghetto Boy,Sugar,Sugar,54.0,162935.0,True,0.906,0.629,11.0,-7.371,0.0,0.269,0.178,4.82e-06,0.0799,0.597,108.852,4.0,dancehall
15780,21860,21860.0,67bOItGZHSECTH9LffxpUm,Mr Eazi,Personal Baby,Personal Baby,54.0,173646.0,True,0.561,0.456,9.0,-8.333,0.0,0.465,0.445,0.0,0.088,0.45,91.358,4.0,dancehall
15786,72211,72211.0,556JR8TWeOKA0OH9MJKb6B,The Plot In You,DISPOSE,THE ONE YOU LOVED,54.0,205560.0,True,0.553,0.859,6.0,-5.131,0.0,0.0468,0.00139,1.08e-06,0.127,0.459,99.891,4.0,metalcore
15794,21706,21706.0,7Lh7cJzYuo4U5Uq687rLSm,NSG;Geko,Yo Darlin',Yo Darlin',54.0,252860.0,True,0.674,0.688,11.0,-5.029,0.0,0.246,0.303,0.0,0.14,0.606,99.541,4.0,dancehall
15803,32356,32356.0,2QanQ4WoQAb8zwOzweQihV,GRAVEDGR,6 FEET UNDER,RAMPAGE,54.0,179020.0,True,0.606,0.866,11.0,-3.044,1.0,0.365,0.00693,4.88e-05,0.345,0.368,75.135,4.0,electronic
15814,23809,23809.0,0pnrxdaIdL7YgUgGdPrA0J,Michael Calfan;Hannah Boleyn,Wild Night,Wild Night,53.0,128780.0,True,0.673,0.848,5.0,-4.533,0.0,0.0678,0.0409,0.278,0.163,0.48,122.88,4.0,deep-house
15861,4289,4289.0,4QrP9gVlY2cXvdR5RG8nhV,Flower Face,Baby Teeth,April to Death,53.0,232617.0,True,0.59,0.382,1.0,-11.039,1.0,0.0296,0.817,4.37e-05,0.116,0.287,98.029,4.0,ambient
15870,79983,79983.0,5xrGRfPozR7XRlt9ny8bWo,The Summer Set,Legendary,Lightning In A Bottle,53.0,245492.0,True,0.656,0.865,4.0,-1.616,1.0,0.0335,0.0949,0.0,0.298,0.772,128.992,4.0,piano
15886,28218,28218.0,70Qlewy7XO46zijMHSjbOG,Tisoki;byblood;Cry4Tre,01953,ALL NIGHT,53.0,172137.0,True,0.723,0.89,6.0,-4.83,1.0,0.0606,0.157,0.0,0.0571,0.836,144.99,4.0,dub
15905,27160,27160.0,1eAdTClFtvmuGheritC6VF,Friction;A Little Sound,Weed & Wine,Weed & Wine,53.0,184000.0,True,0.593,0.923,7.0,-2.717,0.0,0.0501,0.128,9.59e-05,0.157,0.229,174.038,4.0,drum-and-bass
15913,30911,30911.0,2PgMUAn2bBpm8gz6yAXvVL,The Chainsmokers,World War Joy,Kills You Slowly,53.0,213320.0,True,0.696,0.439,1.0,-8.77,0.0,0.055,0.0636,0.0,0.127,0.229,149.923,4.0,edm
15920,30873,30873.0,4oxLMRYgu8UBUchMm4OR3V,Clean Bandit;French The Kid;Rema,Sad Girls (feat. Rema) [Clean Bandit VIP Remix],Sad Girls (feat. Rema) [Clean Bandit VIP Remix],53.0,198263.0,True,0.794,0.818,5.0,-7.758,0.0,0.0744,0.104,0.328,0.101,0.792,124.036,4.0,edm
15935,32478,32478.0,1aY8PioR70OvctbLBchLJE,Poshlaya Molly,8 способов как бросить…,Супермаркет,53.0,214433.0,True,0.536,0.848,1.0,-8.317,0.0,0.0262,0.00619,0.0,0.0838,0.854,130.074,4.0,electronic
15950,79201,79201.0,0rI56S1biB0efYypn7eNpP,Skylar Grey;Eminem,Natural Causes,Kill For You,53.0,291666.0,True,0.67,0.8,4.0,-5.933,0.0,0.297,0.151,3.47e-06,0.613,0.268,95.693,4.0,piano
15953,32508,32508.0,19guFw87TvSkoxnC9EBu2Y,Mnogoznaal,Круг Ветров,Колхозник,53.0,158823.0,True,0.859,0.707,7.0,-4.363,1.0,0.106,0.262,0.0445,0.11,0.572,101.992,4.0,electronic
15966,102831,102831.0,30SxaBvjxjuIzl6nnDJObx,Hozier,Nina Cried Power - EP,NFWMB,53.0,259253.0,True,0.379,0.373,3.0,-12.176,0.0,0.0309,0.895,0.0718,0.115,0.352,176.002,1.0,songwriter
15979,32418,32418.0,6tJpqW8PrZO7o8OF4gUDsG,Poshlaya Molly,Грустная девчонка с глазами как у собаки,Типичная вечеринка с бассейном,53.0,273807.0,True,0.575,0.516,7.0,-9.54,1.0,0.0368,0.00349,0.026,0.133,0.0946,110.031,4.0,electronic
15983,32402,32402.0,7d2RGPmshGxHGhrBxhMND9,Carnage;THIRTY RACK,Xan Man,Xan Man,53.0,103115.0,True,0.859,0.795,8.0,-3.814,1.0,0.197,0.184,0.0,0.0668,0.375,134.944,4.0,electronic
15985,103960,103960.0,7z73QkaTu6kkyq3KxF9oCJ,Lithe,Out Of Touch,Blue Pills,53.0,138666.0,True,0.851,0.268,6.0,-11.982,0.0,0.0814,0.318,0.000587,0.106,0.319,90.014,4.0,soul
16011,33171,33171.0,4uT1QJXoGPRaVRh6qQFk4S,Nick Bonin,Fell Too Far,Fell Too Far,53.0,225197.0,True,0.761,0.654,5.0,-7.326,0.0,0.214,0.0908,0.0,0.0709,0.469,145.063,4.0,emo
16022,28613,28613.0,3Co9QY7WBNKoS44Nsk93r6,Kayzo;Sullivan King;Papa Roach,DOMINATION,DOMINATION,53.0,168800.0,True,0.506,0.993,1.0,-1.343,1.0,0.207,0.000138,0.843,0.446,0.47,149.987,4.0,dub
16023,5872,5872.0,7ml6NhIU4YiIeAtog31ZF1,Khantrast;Junoflo,Big Stunna,Big Stunna,53.0,144917.0,True,0.884,0.804,7.0,-6.923,1.0,0.15,0.162,0.0,0.151,0.835,105.944,4.0,anime
16046,32520,32520.0,6hJrZxgi6Cld2vIs3zgqRr,Boombox Cartel;Reese LAFLARE,Cartel II,Fatal Attraction (feat. Reese LAFLARE),53.0,270000.0,True,0.453,0.736,11.0,-6.269,0.0,0.229,0.204,4.18e-06,0.105,0.288,160.018,4.0,electronic
16057,67962,67962.0,23sehjUVTKJTzYQDJqJFXr,C-Kan,Voy Por El Sueno de Muchos,Dejame Conocerte,53.0,297978.0,True,0.85,0.731,0.0,-5.479,1.0,0.0871,0.196,0.0,0.488,0.898,129.978,4.0,latin
16073,8705,8705.0,672h5dJCAAHaCHSe9FoAG9,Adam Jensen,New Bad Habit,New Bad Habit,53.0,126004.0,True,0.577,0.683,5.0,-5.873,1.0,0.0514,0.0638,1.04e-06,0.194,0.745,155.046,4.0,blues
16077,37263,37263.0,4YXu7MyNvCvvyK6SwWqi5Y,Mc Kako;DJ Manabu,Tempo,Tempo,53.0,153782.0,True,0.874,0.499,5.0,-8.828,1.0,0.124,0.404,0.0,0.104,0.599,149.941,4.0,funk
16082,37226,37226.0,1ZvwQdhgtgLkfvs9OszuDJ,Mc Kevin;Vulgo FK;Gaab,Piloto da Nasa,Piloto da Nasa,53.0,310636.0,True,0.644,0.517,0.0,-7.105,1.0,0.49,0.411,0.0,0.0933,0.532,110.825,5.0,funk
16093,37299,37299.0,21qr9r2k060GfhIfSIPHc6,Mc Paiva ZS;MC Tinho da Sul;Dj chaves,Volante na Mão,Volante na Mão,53.0,227996.0,True,0.646,0.418,9.0,-7.623,0.0,0.115,0.419,0.0,0.0917,0.469,120.035,4.0,funk
16096,53516,53516.0,3QXEVqeemynLGRqke5zOrC,Tez Cadey,Seve (Slow Version),Seve - Slow Version,53.0,333333.0,True,0.732,0.501,9.0,-10.626,1.0,0.0475,0.232,0.191,0.0937,0.334,152.634,4.0,house
16099,112853,112853.0,4oFjWv0hf8gPkG6ASFJTHz,Ilkay Sencan;Faruk Sabanci,All The Things She Said,All The Things She Said,53.0,169102.0,True,0.791,0.89,6.0,-4.845,1.0,0.0906,0.166,0.00319,0.489,0.256,105.056,4.0,turkish
16103,53303,53303.0,228KhdItMua78vrhM342UT,Demeter;ISHNLV,Ad Kolima,Ad Kolima,53.0,186115.0,True,0.812,0.743,4.0,-6.347,1.0,0.237,0.247,0.00744,0.186,0.63,168.104,4.0,house
16110,37323,37323.0,4sGtZZD7zBZ1oqoQjkBg1z,UCLÃ;Sueth;Shoy;Mc IG,Rico E Bem Novin,Rico E Bem Novin,53.0,238000.0,True,0.611,0.547,7.0,-7.861,1.0,0.439,0.0717,0.0,0.157,0.355,158.852,4.0,funk
16129,5134,5134.0,2deb24yUrqgOVwGJjaIaYp,Rustage;TOPHAMHAT-KYO,Blood (Alucard Rap),Blood (Alucard Rap),53.0,197183.0,True,0.788,0.936,8.0,-3.479,1.0,0.316,0.445,0.0,0.0812,0.763,139.964,4.0,anime
16148,36916,36916.0,0Jl9rd0LX2xrZFPEpRYWAT,Naza,Incroyable,MMM,53.0,197226.0,True,0.669,0.774,4.0,-6.675,0.0,0.292,0.557,0.000351,0.0761,0.685,194.959,4.0,french
16181,58302,58302.0,4qJrDTPDsQqaYGKMj0Thjk,Celldweller,End of an Empire (Deluxe Edition),Good L_ck (Yo_'re F_cked),53.0,215729.0,True,0.376,0.928,2.0,-2.036,1.0,0.119,8.09e-06,0.324,0.0241,0.559,177.908,4.0,industrial
